"","status","p_value","morans_test_statistic","morans_I","gene_short_name","q_value"
"CCDC86","OK",1.1004229733638e-38,12.9550179546167,0.0648022379319133,"CCDC86",2.60590274509639e-38
"CCDC87","OK",0.655038078588322,-0.398958419019856,-0.00211587815176036,"CCDC87",0.669847706691808
"CCDC88A","OK",3.69041993021591e-115,22.7791502588768,0.114305412407151,"CCDC88A",1.44241737214848e-114
"CCDC88B","OK",6.73491219167399e-52,15.1121376047931,0.0756478875515759,"CCDC88B",1.80547539046802e-51
"CCDC88C","OK",2.78356582486853e-05,4.03044516221224,0.0198110367656537,"CCDC88C",3.69485630768194e-05
"CCDC89","OK",0.41568569622335,0.212943038283798,0.000743705405993898,"CCDC89",0.439120941456131
"CCDC9","OK",0.0332189456128144,1.83545776683732,0.00891193527316231,"CCDC9",0.0382210352892493
"CCDC90B","OK",2.85893418908994e-39,13.058043179904,0.0653722903862427,"CCDC90B",6.81681437998998e-39
"CCDC91","OK",0.000361796087059876,3.38048046937817,0.0167096887021415,"CCDC91",0.000459777232934985
"CCDC92","OK",4.43606346334486e-12,6.8237061521571,0.0340138226323322,"CCDC92",7.14111926580764e-12
"CCDC93","OK",1.18048362710066e-12,7.011310136678,0.0349713715458136,"CCDC93",1.9237204663811e-12
"YJU2","OK",0.00506373253402356,2.57144653770214,0.0126336702534279,"YJU2",0.00611123309009084
"CCDC96","OK",0.0385145697850151,1.76819003489905,0.00844841989022457,"CCDC96",0.0441394101780266
"CCDC97","OK",0.000860821823955609,3.13447083886029,0.0154624611775633,"CCDC97",0.001075977720079
"CCHCR1","OK",4.72203887151995e-07,4.90288188067581,0.0243072004766896,"CCHCR1",6.65302058881711e-07
"CCIN","OK",0.662661630058659,-0.419738166961699,-0.00217119939494173,"CCIN",0.676242123479892
"CCK","OK",0,89.0401731364708,0.43603345334834,"CCK",0
"CCKAR","OK",0.695783658050382,-0.512311977499782,-0.00270324082023088,"CCKAR",0.706060407829638
"CCL1","OK",1.15619206207026e-55,15.6730429177878,0.0760597539676412,"CCL1",3.20174750794047e-55
"CCL17","OK",0.427775946203738,0.182039289545966,0.000594530338554211,"CCL17",0.451219520116309
"CCL2","OK",0,86.021545917562,0.432359014421342,"CCL2",0
"CCL20","OK",1.91792737485977e-167,27.5551818562046,0.138074553249357,"CCL20",9.23406606884732e-167
"CCL22","OK",4.27207975725671e-170,27.7756359152357,0.138372713737458,"CCL22",2.0746279358011e-169
"CCL27","OK",0.343816204188025,0.402070138786068,0.00159288196482197,"CCL27",0.366528692732331
"CCL28","OK",4.53880681427767e-05,3.91400930151229,0.0182259118751276,"CCL28",5.97794963656744e-05
"CCL5","OK",7.94918253778305e-31,11.4838793059691,0.0572193281425117,"CCL5",1.73437678229561e-30
"CCL7","OK",8.51419872771817e-09,5.63976340772201,0.0277406689532274,"CCL7",1.2696831017807e-08
"CCL8","OK",4.61383743141054e-41,13.3685873187385,0.0665174370848824,"CCL8",1.11912877842481e-40
"CCM2","OK",6.67115408472825e-109,22.1389104092187,0.111042210382353,"CCM2",2.53090405316007e-108
"CCNA1","OK",2.47334530017474e-07,5.02836908342829,0.0238578869576684,"CCNA1",3.52225656137356e-07
"CCNA2","OK",0,50.5884826231414,0.252764186174795,"CCNA2",0
"CCNB1","OK",1.7585437157978e-285,36.0878540286988,0.180518706794714,"CCNB1",1.1716189576242e-284
"CCNB1IP1","OK",0.509100212157824,-0.0228128276735312,-0.00039762082500363,"CCNB1IP1",0.532379343302669
"CCNB2","OK",0,46.8421656642384,0.234229880817226,"CCNB2",0
"CCNB3","OK",0.064490468127574,1.51813275121676,0.00710311166320079,"CCNB3",0.0727617996480936
"CCNC","OK",3.39392617457189e-12,6.86205162242019,0.0342024255279108,"CCNC",5.47866559934114e-12
"CCND1","OK",0,43.1595650917446,0.216765006181786,"CCND1",0
"CCND2","OK",0,69.8929389005276,0.351254189365359,"CCND2",0
"CCND3","OK",1.66413268105197e-57,15.9402861009095,0.0798811227389838,"CCND3",4.66868925664529e-57
"CCNDBP1","OK",2.17423178575838e-07,5.05303404131695,0.025115513319534,"CCNDBP1",3.10416625756279e-07
"CCNE1","OK",9.01881750609832e-58,15.9785205291828,0.0794911817625838,"CCNE1",2.53501476699118e-57
"CCNE2","OK",5.10890858952147e-62,16.5770158814634,0.0827138246426779,"CCNE2",1.48127419093978e-61
"CCNF","OK",2.0709621539694e-75,18.3376672920875,0.0914221206989023,"CCNF",6.62634638496438e-75
"CCNG1","OK",9.25413942745255e-05,3.73855257695232,0.018506906573244,"CCNG1",0.000120336329897149
"CCNG2","OK",8.10456841992935e-35,12.2529013511557,0.061244219838593,"CCNG2",1.84362514084534e-34
"CCNH","OK",1.08178786914705e-75,18.3729425242829,0.0921281754079333,"CCNH",3.46474269734882e-75
"CCNI","OK",4.37121539707229e-48,14.52237772713,0.0727706385880103,"CCNI",1.12871075658941e-47
"CCNI2","OK",7.06257816437882e-45,14.0069975287985,0.0694210607257114,"CCNI2",1.77414316955539e-44
"CCNJ","OK",3.62425821887781e-07,4.95458409071161,0.0245378599749899,"CCNJ",5.1307421820542e-07
"CCNJL","OK",0.13091997471008,1.12205289745695,0.00513145344791035,"CCNJL",0.144673902151627
"CCNK","OK",2.09688286506787e-06,4.60154100465556,0.0228535035634157,"CCNK",2.89941777274966e-06
"CCNL1","OK",6.10926600668903e-42,13.5181651914256,0.0677182735326301,"CCNL1",1.49432444625082e-41
"CCNL2","OK",3.7509620077532e-47,14.3743051080394,0.072024285188523,"CCNL2",9.60782041407037e-47
"CCNO","OK",1.37584646363538e-05,4.19309899099652,0.0195369946871688,"CCNO",1.84690090415292e-05
"CCNT1","OK",0.160380249560551,0.99289628763013,0.00470504987172485,"CCNT1",0.176165110873883
"CCNT2","OK",0.116585138545272,1.1922320311003,0.00570927992676494,"CCNT2",0.129351036449487
"CCNY","OK",3.81397860316668e-05,3.95579807495783,0.0195980274110007,"CCNY",5.03919292399894e-05
"CCNYL1","OK",0.000118234233480135,3.67648638787767,0.0181659017152359,"CCNYL1",0.000153049369882903
"CCP110","OK",7.97805077419305e-79,18.7602785948826,0.0939278324809654,"CCP110",2.59709317785257e-78
"CCPG1","OK",1.06485227253263e-14,7.64254444303503,0.0380995966952754,"CCPG1",1.8159813106042e-14
"CCR1","OK",0,51.8853173114195,0.260548005302435,"CCR1",0
"CCR10","OK",0.381730100849737,0.300940060354453,0.0012129383627719,"CCR10",0.404879574787406
"CCR2","OK",5.21967900275242e-24,10.0373960235859,0.0487885685705783,"CCR2",1.03384056929592e-23
"CCR5","OK",3.04332777829222e-42,13.569341300484,0.0677864203520792,"CCR5",7.46752655423932e-42
"CCR6","OK",0.00213978486011129,2.8567839909377,0.012843794804444,"CCR6",0.00262780879984856
"CCR7","OK",3.51011087211094e-46,14.2186418196702,0.0701859638799442,"CCR7",8.9263056896115e-46
"CCRL2","OK",0,41.5967276542857,0.208742015540897,"CCRL2",0
"NOCT","OK",0.00301206141164772,2.74646546342883,0.0134656963957485,"NOCT",0.00367408764445725
"CCS","OK",2.22187286453786e-35,12.3573856989557,0.0618432613355975,"CCS",5.08414219410764e-35
"CCT2","OK",1.65943027274511e-184,28.9442113006,0.145315893574971,"CCT2",8.49968642060668e-184
"CCT3","OK",3.24873820206028e-198,30.0137262383353,0.150693886664767,"CCT3",1.72591204385473e-197
"CCT4","OK",1.96465025995725e-60,16.3561940847671,0.081986109673463,"CCT4",5.6321127082542e-60
"CCT5","OK",4.36723637643505e-86,19.6290427715344,0.0984501095985738,"CCT5",1.47810662892313e-85
"CCT6A","OK",0,46.1275657204096,0.231758384551735,"CCT6A",0
"CCT6B","OK",0.0622885294717005,1.5358423141666,0.00736933333406887,"CCT6B",0.0703749740069178
"CCT6P1","OK",4.57116757887641e-14,7.45273709959187,0.0371525080688742,"CCT6P1",7.69405847496843e-14
"CCT6P3","OK",0.000193993331937392,3.54812322098489,0.0175086569104154,"CCT6P3",0.000248978751788173
"CCT7","OK",1.94879972611863e-198,30.0307299029823,0.15076756246583,"CCT7",1.03564967168374e-197
"CCT8","OK",1.91254734728742e-158,26.7937124989017,0.134479665424122,"CCT8",8.9129961236065e-158
"CCZ1","OK",3.95166230262172e-39,13.0333746777608,0.0652376561861841,"CCZ1",9.40852716385283e-39
"CCZ1B","OK",5.32299623022013e-56,15.7222585855983,0.0787465593151949,"CCZ1B",1.47883206989719e-55
"CD101","OK",1.50792536537132e-05,4.17226614206497,0.0205046557081952,"CD101",2.0205356093105e-05
"CD109","OK",0,52.9916240005622,0.266034081517607,"CD109",0
"CD14","OK",0,133.806490906223,0.672829822600596,"CD14",0
"CD151","OK",0,69.0585030530605,0.346974845025852,"CD151",0
"CD160","OK",0.0389146131717158,1.7634226862673,0.00835730023826647,"CD160",0.0445759160235701
"CD163","OK",0,159.150958921373,0.800277836294828,"CD163",0
"CD163L1","OK",2.79828583690436e-180,28.60638121355,0.142771608120129,"CD163L1",1.41022866859528e-179
"CD164","OK",4.38923994274136e-84,19.3933741432991,0.0972723349411653,"CD164",1.46725506030913e-83
"CD180","OK",3.9927054395617e-33,11.9327873496204,0.0594155995942883,"CD180",8.93038772972297e-33
"CD19","OK",0.102563213042919,1.2670807271861,0.00592894820843299,"CD19",0.114268682721714
"CD1C","OK",2.41190584189904e-201,30.2525891942499,0.147246085259144,"CD1C",1.2944318663033e-200
"CD1D","OK",5.08584925389142e-18,8.57198427066811,0.0423657179848486,"CD1D",9.21064213114381e-18
"CD1E","OK",9.12826304840489e-114,22.6381451744263,0.106447789780193,"CD1E",3.5490808791112e-113
"CD2","OK",5.13152784452522e-34,12.1023499251246,0.0567742891527839,"CD2",1.15777563935713e-33
"CD200","OK",0,39.170504178685,0.196272878219747,"CD200",0
"CD200R1","OK",2.31938703443238e-05,4.07311883411268,0.0197318923515788,"CD200R1",3.0862612635174e-05
"CD209","OK",3.23726563746052e-145,25.6334062631819,0.126103379127342,"CD209",1.43123530748763e-144
"CD22","OK",2.83955969398674e-111,22.3836565680165,0.110086920271077,"CD22",1.08971365772298e-110
"CD226","OK",1.52242008507271e-07,5.1206501808736,0.0252391435826924,"CD226",2.18487275209228e-07
"CD24","OK",0,47.303547585236,0.23716109647028,"CD24",0
"CD244","OK",7.85496333929079e-06,4.31849150631134,0.0209757674242479,"CD244",1.06407960111208e-05
"CD248","OK",0,92.9553100408906,0.463240766353847,"CD248",0
"CD27","OK",0.363613550987446,0.348816464502877,0.00140120894112973,"CD27",0.386444713186383
"CD274","OK",7.2302287716894e-124,23.6414280651529,0.118340122095354,"CD274",2.9484050861362e-123
"CD276","OK",0,42.494412686312,0.213424960888353,"CD276",0
"CD28","OK",2.96459594856485e-11,6.54551194408272,0.0317113492545197,"CD28",4.68574216952839e-11
"CD2AP","OK",2.8357709549561e-14,7.51545020885867,0.0374752899147811,"CD2AP",4.79688951377001e-14
"CD2BP2","OK",4.37889319455385e-44,13.8767910222689,0.0694877739969573,"CD2BP2",1.09358156268283e-43
"CD300A","OK",0,73.2631838193043,0.36818566667346,"CD300A",0
"CD300C","OK",4.14953712643953e-146,25.7133028989484,0.12886586840651,"CD300C",1.8435719789854e-145
"CD300E","OK",1.01973351318797e-176,28.3186064041433,0.141270478106541,"CD300E",5.05304954206931e-176
"CD300LB","OK",2.71262383554619e-132,24.4469305407203,0.122520920800047,"CD300LB",1.14935347161589e-131
"CD300LF","OK",7.80579549923343e-21,9.28874656021577,0.046162359033606,"CD300LF",1.47741215987467e-20
"CD302","OK",1.79499875171528e-104,21.6742549670054,0.108611404300854,"CD302",6.66392263433195e-104
"CD320","OK",0,57.849211309974,0.290541179756461,"CD320",0
"CD33","OK",1.3955094032765e-160,26.9764742775511,0.135223868855954,"CD33",6.55599527223059e-160
"CD34","OK",0,98.8613219528943,0.495390852422389,"CD34",0
"CD36","OK",3.33193401657787e-212,31.0672933885282,0.154824389461848,"CD36",1.84599801265524e-211
"CD37","OK",0,68.6132119719815,0.344766318144074,"CD37",0
"CD38","OK",1.0805095909723e-07,5.18492490797353,0.0255244187542452,"CD38",1.55753697501788e-07
"CD3EAP","OK",0.000103666755907564,3.7099093006288,0.0183070078108059,"CD3EAP",0.000134534612771408
"CD3G","OK",0.615615152926358,-0.293984569831551,-0.00148339956119785,"CD3G",0.634675290306438
"CD4","OK",0,110.056649937381,0.553332461736214,"CD4",0
"CD40","OK",3.49714828726387e-31,11.5546362950466,0.0576495416047221,"CD40",7.66201097436996e-31
"CD44","OK",0,108.39866633779,0.545023055597496,"CD44",0
"CD46","OK",3.7624429674615e-16,8.06168669512648,0.0402579361503626,"CD46",6.60455571789302e-16
"CD47","OK",3.54250224067058e-287,36.1958131432322,0.181774847160667,"CD47",2.37084110089762e-286
"CD48","OK",3.42885748870849e-265,34.7702256855934,0.173992775216875,"CD48",2.1886352994371e-264
"CD5","OK",0.183485667506912,0.902161025861834,0.0040671021922563,"CD5",0.200516585504366
"CD52","OK",6.58682584492334e-200,30.1431900070392,0.150197335687325,"CD52",3.51650115517662e-199
"CD53","OK",0,130.158629214037,0.654472943833243,"CD53",0
"CD55","OK",0,39.3263976803335,0.197395921864055,"CD55",0
"CD58","OK",3.01198217818989e-63,16.7463196451355,0.0839133236258374,"CD58",8.81612543725794e-63
"CD59","OK",3.07680874183144e-288,36.2632075979296,0.182136087608829,"CD59",2.06426356585255e-287
"CD6","OK",0.183533703653687,0.901980159577819,0.00410808331045552,"CD6",0.200555620199516
"CD63","OK",4.32997566636359e-223,31.8631305168691,0.159897676014339,"CD63",2.46779817204754e-222
"CD68","OK",0,130.334686382396,0.655377193878448,"CD68",0
"CD69","OK",0,40.3496923691953,0.202442408518497,"CD69",0
"CD7","OK",0.000610928452388618,3.23372817118109,0.0155159439389546,"CD7",0.000768700099702022
"CD70","OK",3.55073328939556e-05,3.97286042212946,0.0192976969239393,"CD70",4.69633580953845e-05
"CD72","OK",0,43.2042597245961,0.216783334033088,"CD72",0
"CD74","OK",0,185.244878711853,0.931629043888065,"CD74",0
"CD79B","OK",0.545239957615909,-0.113643901037703,-0.000827305222137695,"CD79B",0.567692450275583
"CD80","OK",1.8873378122611e-06,4.6234182394079,0.0227331050779918,"CD80",2.61233607591359e-06
"CD81","OK",0,62.8658627551113,0.315941463096834,"CD81",0
"CD82","OK",0,64.7777363980437,0.325528385451719,"CD82",0
"CD83","OK",0,151.217414362504,0.760431818164745,"CD83",0
"CD84","OK",0,94.428463675994,0.474659925489372,"CD84",0
"CD86","OK",0,100.108149209377,0.503260515147968,"CD86",0
"CD8A","OK",0.00141176640995736,2.98632403569474,0.0131780710420525,"CD8A",0.00174945148046695
"CD9","OK",0,76.8954975203629,0.386546498418104,"CD9",0
"CD93","OK",0,84.4779406804352,0.424470888696314,"CD93",0
"CD96","OK",0.000180322576601817,3.56732421638237,0.0158604096652481,"CD96",0.000231835176850169
"ADGRE5","OK",6.94160731224611e-211,30.969499188301,0.155446816529084,"ADGRE5",3.8328311924484e-210
"CD99","OK",0.37536201347703,0.317684820129801,0.0010629490199786,"CD99",0.398410772794895
"CD99L2","OK",6.16135507538199e-52,15.1180008564759,0.0756786267717017,"CD99L2",1.65198986814499e-51
"CD99P1","OK",0.227303643101519,0.747756099687233,0.00338581563293419,"CD99P1",0.24650982458642
"CDA","OK",4.16266663913696e-16,8.04932289968442,0.0381727517235438,"CDA",7.30002163544072e-16
"CDADC1","OK",0.00150597053264845,2.96651659464186,0.0146131603208786,"CDADC1",0.00186406067526527
"CDAN1","OK",0.166171247688847,0.969406329825313,0.00457484713307131,"CDAN1",0.18234156116433
"CDC123","OK",1.50944135762495e-26,10.5987813593095,0.0530167918886795,"CDC123",3.11077504445096e-26
"CDC14A","OK",5.10345713654769e-08,5.32300107327445,0.0264001971204275,"CDC14A",7.42623704686381e-08
"CDC14B","OK",5.57679061076668e-80,18.901177288297,0.0947217693609265,"CDC14B",1.82746793147744e-79
"CDC16","OK",7.06834406315231e-22,9.54106944278602,0.0476787417745054,"CDC16",1.35980442320781e-21
"CDC20","OK",0,53.0688568240033,0.264990294825413,"CDC20",0
"CDC23","OK",3.05810368449912e-29,11.1640198458237,0.0557806714321982,"CDC23",6.53307560938063e-29
"CDC25A","OK",3.6730531822479e-25,10.2959886009793,0.0507827284240683,"CDC25A",7.41302986694875e-25
"CDC25B","OK",7.15629679943097e-54,15.4086706178808,0.0771527974424417,"CDC25B",1.95480591822068e-53
"CDC25C","OK",3.11764515996706e-50,14.857339208643,0.072901578362071,"CDC25C",8.21433918118829e-50
"CDC26","OK",2.53611740259828e-08,5.4487594890318,0.027097471580268,"CDC26",3.72166543497727e-08
"CDC27","OK",3.87269733855811e-06,4.4721034306086,0.0222021230169888,"CDC27",5.30577456994041e-06
"CDC34","OK",2.95053600602024e-179,28.5240191568623,0.143158759609379,"CDC34",1.47780922134813e-178
"CDC37","OK",9.62291455859588e-145,25.5909356365463,0.128450282719176,"CDC37",4.24749031601021e-144
"CDC37L1","OK",1.11531712229442e-14,7.6365824539376,0.0380710145704257,"CDC37L1",1.90084872329078e-14
"CDC40","OK",0.00124084233406168,3.02556571833526,0.0149231191021553,"CDC40",0.00154069206386506
"CDC42","OK",1.38761295022239e-71,17.8522701050502,0.0895187732785477,"CDC42",4.32679082123157e-71
"CDC42BPA","OK",0,49.194839345976,0.247061508666114,"CDC42BPA",0
"CDC42BPB","OK",1.5763597834414e-06,4.66061108033408,0.023139970587538,"CDC42BPB",2.18859706290725e-06
"CDC42EP1","OK",0,55.7831487185078,0.279993482386208,"CDC42EP1",0
"CDC42EP2","OK",1.34178902694145e-82,19.2166889076686,0.0957964823229449,"CDC42EP2",4.4615786656499e-82
"CDC42EP3","OK",1.05786241196576e-93,20.5008484319155,0.102613420360027,"CDC42EP3",3.71712853993062e-93
"CDC42EP4","OK",0,45.0773150725369,0.226267244086249,"CDC42EP4",0
"CDC42EP5","OK",0.000441815883278866,3.3251746094748,0.013629476746169,"CDC42EP5",0.000559546397093395
"CDC42SE1","OK",4.03249210568242e-30,11.342665580562,0.0567615825475716,"CDC42SE1",8.70259363244889e-30
"CDC42SE2","OK",3.18699843970577e-06,4.51358805064486,0.0224152613742304,"CDC42SE2",4.37775397281332e-06
"CDC45","OK",3.22365208182075e-183,28.8416573463595,0.143428844570609,"CDC45",1.64290224877268e-182
"CDC5L","OK",2.18877926788654e-07,5.051760732561,0.0251222102788268,"CDC5L",3.12438790383068e-07
"CDC6","OK",9.46417778225435e-113,22.5348016454053,0.112208749722516,"CDC6",3.65698165231247e-112
"CDC7","OK",1.32109577569796e-70,17.7259903454302,0.0886349102793978,"CDC7",4.090397892316e-70
"CDC73","OK",5.61620566750637e-11,6.44935912473523,0.0321477980088236,"CDC73",8.83135460009718e-11
"CDCA2","OK",4.72730042574595e-197,29.9244776081746,0.14881110819315,"CDCA2",2.50324009211126e-196
"CDCA3","OK",0,53.625148581318,0.267526959307841,"CDCA3",0
"CDCA4","OK",2.77675390490634e-66,17.1571914305415,0.0856426140327353,"CDCA4",8.35283277915941e-66
"CDCA5","OK",0,64.4258936546177,0.322051373497642,"CDCA5",0
"CDCA7","OK",2.61758553904801e-263,34.6454236961679,0.173605096345183,"CDCA7",1.6616820792327e-262
"CDCA7L","OK",1.2837275479986e-303,37.2262499369577,0.186806400219781,"CDCA7L",8.91383183968494e-303
"CDCA8","OK",0,49.5212564842443,0.247107848544587,"CDCA8",0
"CDCP1","OK",8.13160101589687e-200,30.1362073528922,0.151142911446186,"CDCP1",4.3383636743725e-199
"CDH1","OK",8.90401364923909e-06,4.29073805416801,0.0206601706221551,"CDH1",1.20338690447012e-05
"CDH10","OK",0,60.759027750712,0.305036382010783,"CDH10",0
"CDH11","OK",0,43.3897542702134,0.21774320398854,"CDH11",0
"CDH12","OK",0.124974032702075,1.15047553406507,0.00486605589958964,"CDH12",0.138270701219643
"CDH13","OK",0,63.6474617738738,0.319378988246468,"CDH13",0
"CDH17","OK",0.022479938848036,2.00502964688367,0.00916778523302158,"CDH17",0.0261252476099187
"CDH18","OK",2.76359778421957e-72,17.9421525664144,0.0886168152279646,"CDH18",8.65544580120162e-72
"CDH19","OK",0,44.3394610303115,0.221074460403524,"CDH19",0
"CDH2","OK",0,64.8681558398067,0.325861573472911,"CDH2",0
"CDH20","OK",2.08766403878212e-125,23.7906326671406,0.118400044809245,"CDH20",8.57553822994178e-125
"CDH22","OK",6.05213469793525e-05,3.84400468308952,0.018176472223568,"CDH22",7.92177727383277e-05
"CDH23","OK",1.73075736469785e-58,16.0811045983305,0.0804907167579667,"CDH23",4.89099655837818e-58
"CDH24","OK",1.97257631316303e-20,9.18954261104469,0.0454923818222339,"CDH24",3.7089445851309e-20
"CDH26","OK",0.0241199586547207,1.97524882743114,0.00946814171460889,"CDH26",0.0279852705411727
"CDH3","OK",9.96635189250069e-65,16.9479367532855,0.0844639835357842,"CDH3",2.96135233331366e-64
"CDH4","OK",1.19962920761946e-154,26.4658223556307,0.132485703481118,"CDH4",5.51172753602361e-154
"CDH5","OK",0,106.148857298014,0.507782172896814,"CDH5",0
"CDH6","OK",4.06029888856098e-194,29.6981177394115,0.14848264067009,"CDH6",2.13408156237697e-193
"CDH7","OK",2.57819946280107e-38,12.8895196295555,0.0611087274493862,"CDH7",6.08682352512539e-38
"CDH8","OK",1.79705912721385e-246,33.508749532636,0.164103923144755,"CDH8",1.08981429305114e-245
"CDH9","OK",0,61.6093826467275,0.29083973905944,"CDH9",0
"CDHR1","OK",1.57205813307347e-45,14.1133218543509,0.070199890077133,"CDHR1",3.97050140853659e-45
"CDHR2","OK",5.91035971965979e-13,7.10744923355001,0.03454558743675,"CDHR2",9.70242840157479e-13
"CDHR3","OK",1.72637020422613e-37,12.7420340182137,0.0630717722572816,"CDHR3",4.04060457602618e-37
"CDHR5","OK",0.12315327816633,1.15936716143013,0.00525439613847538,"CDHR5",0.136350365702207
"CDIPT","OK",1.43493345804438e-82,19.2132054560152,0.0963323284637839,"CDIPT",4.77031880304955e-82
"CDK1","OK",0,63.3437393589915,0.317560810073347,"CDK1",0
"CDK10","OK",4.21239094709976e-31,11.5386388132998,0.0577070621695091,"CDK10",9.22285354196925e-31
"CDK11A","OK",2.39715768185392e-33,11.9751738567982,0.0599220937526637,"CDK11A",5.37273482912972e-33
"CDK11B","OK",2.40535169672312e-22,9.6522112050338,0.0482197505460518,"CDK11B",4.6574363561525e-22
"CDK12","OK",2.4484524637696e-07,5.03030880462178,0.0250048667166408,"CDK12",3.48955373895496e-07
"CDK13","OK",1.72342592705993e-05,4.14173717867616,0.0205360345978824,"CDK13",2.3047424745661e-05
"CDK14","OK",1.94541385678074e-206,30.6373899735,0.153683769881122,"CDK14",1.06156748759922e-205
"CDK16","OK",2.57868406554887e-105,21.7634044623837,0.109182308909498,"CDK16",9.60400563571187e-105
"CDK17","OK",1.27889212077094e-15,7.9107813479154,0.0394716573653632,"CDK17",2.22433245059958e-15
"CDK18","OK",1.37623957444901e-207,30.7236303912234,0.153793004807413,"CDK18",7.532540837228e-207
"CDK19","OK",2.44498194667482e-13,7.22832250415728,0.0360126258339699,"CDK19",4.04795536733158e-13
"CDK2","OK",3.81081014676975e-76,18.4294770653761,0.0922761218910831,"CDK2",1.2236525659604e-75
"CDK20","OK",1.87623794614538e-14,7.5692976089174,0.0376921762089308,"CDK20",3.18469534838791e-14
"CDK2AP1","OK",7.32022381672771e-193,29.6006894448513,0.148614944570782,"CDK2AP1",3.83510953692977e-192
"CDK2AP2","OK",2.39599582730186e-78,18.7017349192375,0.0937788145113701,"CDK2AP2",7.7872255600711e-78
"CDK4","OK",0,64.8337209179688,0.325829004852808,"CDK4",0
"CDK5","OK",1.88409195711325e-62,16.6368680470014,0.0833318483270968,"CDK5",5.47833381029913e-62
"CDK5R1","OK",4.0593659619577e-91,20.2092406827172,0.100835921478932,"CDK5R1",1.40755229894713e-90
"CDK5R2","OK",1.96482616616508e-95,20.6939160193781,0.0976685861079467,"CDK5R2",6.97021012280304e-95
"CDK5RAP1","OK",2.20242398961524e-05,4.08514932340894,0.0202397631956554,"CDK5RAP1",2.9330228038689e-05
"CDK5RAP2","OK",1.09444877609519e-19,9.00337169909619,0.0449609294748513,"CDK5RAP2",2.03551221258229e-19
"CDK5RAP3","OK",9.06041935859038e-10,6.01381402719614,0.029967379722128,"CDK5RAP3",1.38215110001805e-09
"CDK6","OK",3.12960601746979e-82,19.1726859442962,0.0961116682192902,"CDK6",1.03829206973229e-81
"CDK7","OK",4.83109733321055e-16,8.0310753990579,0.0400578548971352,"CDK7",8.46403678466402e-16
"CDK8","OK",0.00528560746120598,2.55656226812218,0.0125145216637306,"CDK8",0.00637333725494794
"CDK9","OK",2.42098183827894e-07,5.0324715946839,0.0250203867674979,"CDK9",3.45100650203064e-07
"CDKAL1","OK",0.64010674783226,-0.358744140081066,-0.00208517817102385,"CDKAL1",0.656971835799098
"CDKL1","OK",2.5680000697883e-22,9.64550056536667,0.0479902030944648,"CDKL1",4.9684820741876e-22
"CDKL2","OK",2.58882880705378e-86,19.6555966552163,0.0967121405075884,"CDKL2",8.77475009684778e-86
"CDKL3","OK",6.03187441792054e-20,9.06852635775301,0.0452024106588893,"CDKL3",1.12543842267675e-19
"CDKL4","OK",0.0103172612122052,2.31460566764692,0.0108342476881532,"CDKL4",0.012246389001191
"CDKL5","OK",7.57729417838696e-18,8.52596133451935,0.0422594309348015,"CDKL5",1.36816457204119e-17
"CDKN1A","OK",0,72.461292081513,0.364234501850507,"CDKN1A",0
"CDKN1B","OK",6.34811251469235e-32,11.7003277018353,0.0584695948259433,"CDKN1B",1.40328965621417e-31
"CDKN1C","OK",6.81508389437599e-223,31.8489061777134,0.159580262350882,"CDKN1C",3.88142745897601e-222
"CDKN2A","OK",0,137.949779189264,0.69341292695905,"CDKN2A",0
"CDKN2AIP","OK",0.0155566922012036,2.15561955405743,0.0105477211962703,"CDKN2AIP",0.0182697164884384
"CDKN2AIPNL","OK",1.92363032975208e-21,9.43669413181568,0.0471261128480434,"CDKN2AIPNL",3.67720975103935e-21
"CDKN2B","OK",0,65.8538614177595,0.330576269252697,"CDKN2B",0
"CDKN2B-AS1","OK",2.53181776445249e-98,21.0122870458494,0.105116933858161,"CDKN2B-AS1",9.11667152998227e-98
"CDKN2C","OK",2.62558872689e-308,37.5149707610617,0.188280141497793,"CDKN2C",1.8459611934348e-307
"CDKN2D","OK",3.58803641728758e-29,11.1498083901731,0.0556724456127127,"CDKN2D",7.6541329729718e-29
"CDKN3","OK",0,52.0474151969364,0.260683847475329,"CDKN3",0
"CDNF","OK",8.71783238808292e-07,4.78107920184286,0.0230362193420628,"CDNF",1.21899926814216e-06
"CDO1","OK",0,64.2564319576579,0.32230511839206,"CDO1",0
"CDON","OK",6.40044534715201e-06,4.36348126685062,0.0212836701531342,"CDON",8.70154893443068e-06
"CDR1","OK",0,134.291470996891,0.67490673331095,"CDR1",0
"CDR2","OK",9.62792253045464e-18,8.49819680062743,0.042223679595828,"CDR2",1.73573364219877e-17
"CDR2L","OK",3.39946752623222e-42,13.5612268091767,0.0677369904974894,"CDR2L",8.33763062654605e-42
"CDRT1","OK",0.645501389084271,-0.373203190418178,-0.00202989484698294,"CDRT1",0.661632828808963
"CDRT4","OK",0.704310994304429,-0.536840184669799,-0.00275708246957284,"CDRT4",0.713424318523111
"CDS1","OK",8.59869368304381e-59,16.1243808733772,0.0803929936968975,"CDS1",2.43457710382546e-58
"CDS2","OK",3.38459558793707e-125,23.7703497077485,0.11928526491828,"CDS2",1.38889541225754e-124
"CDSN","OK",0.232960278562733,0.729132596303044,0.00327042718718424,"CDSN",0.252364594227728
"CDT1","OK",1.11913307808533e-303,37.2299330388286,0.186166032772303,"CDT1",7.77425081504411e-303
